2.28882e-05, 0, 0, -nan, -nan
0.00339556, 0, 0, 0, 0
0.00674248, 0, 0, 0, 0
0.0100687, 0, 0, 0, 0
0.0134377, 0, 0, 0, 0
0.0167563, 0, 0, 0, 0
0.0200822, 0, 0, 0, 0
0.0233984, 0, 0, 0, 0
0.0267272, 0, 0, 0, 0
0.0300813, 0, 0, 0, 0
0.0333953, 0, 0, 0, 0
0.0367291, 0, 0, 0, 0
0.0400698, 0, 0, 0, 0
0.043401, 0, 0, 0, 0
0.0467439, 0, 0, 0, 0
0.0500655, 0, 0, 0, 0
0.0533986, 0, 0, 0, 0
0.0567284, 0, 0, 0, 0
0.0600617, 0, 0, 0, 0
0.0634258, 0, 0, 0, 0
0.0667331, 0, 0, 0, 0
0.0700614, 0, 0, 0, 0
0.073396, 0, 0, 0, 0
0.076731, 0, 0, 0, 0
0.0800781, 0, 0, 0, 0
0.0833955, 0, 0, 0, 0
0.0867267, 0, 0, 0, 0
0.0900624, 0, 0, 0, 0
0.0933948, 0, 0, 0, 0
0.0967398, 0, 0, 0, 0
0.100059, 0, 0, 0, 0
0.103391, 0, 0, 0, 0
0.106722, 0, 0, 0, 0
0.110054, 0, 0, 0, 0
0.113418, 0, 0, 0, 0
0.116731, 0, 0, 0, 0
0.120057, 0, 0, 0, 0
0.123389, 0, 0, 0, 0
0.126721, 0, 0, 0, 0
0.130068, 0, 0, 0, 0
0.133391, 0, 0, 0, 0
0.136721, 0, 0, 0, 0
0.140053, 0, 0, 0, 0
0.143389, 0, 0, 0, 0
0.146726, 0, 0, 0, 0
0.150054, 0, 0, 0, 0
0.153389, 0, 0, 0, 0
0.156721, 0, 0, 0, 0
0.160053, 0, 0, 0, 0
0.163388, 0, 0, 0, 0
0.166721, 0, 0, 0, 0
0.170053, 0, 0, 0, 0
0.173454, 0, 0, 0, 0
0.176744, 0, 0, 0, 0
0.18007, 0, 0, 0, 0
0.183391, 0, 0, 0, 0
0.186723, 0, 0, 0, 0
0.190054, 0, 0, 0, 0
0.193388, 0, 0, 0, 0
0.196724, 0, 0, 0, 0
0.200054, 0, 0, 0, 0
0.203387, 0, 0, 0, 0
0.20672, 0, 0, 0, 0
0.210053, 0, 0, 0, 0
0.213387, 0, 0, 0, 0
0.216728, 0, 0, 0, 0
0.220064, 0, 0, 0, 0
0.223397, 0, 0, 0, 0
0.226741, 0, 0, 0, 0
0.23007, 0, 0, 0, 0
0.233403, 0, 0, 0, 0
0.236736, 0, 0, 0, 0
0.24007, 0, 0, 0, 0
0.24339, 0, 0, 0, 0
0.246745, 0, 0, 0, 0
0.250062, 0, 0, 0, 0
0.253395, 0, 0, 0, 0
0.25673, 0, 0, 0, 0
0.260063, 0, 0, 0, 0
0.263435, 0, 0, 0, 0
0.266727, 0, 0, 0, 0
0.270069, 0, 0, 0, 0
0.273402, 0, 0, 0, 0
0.276728, 0, 0, 0, 0
0.280071, 0, 0, 0, 0
